transaction_amount,transaction_amount_bin,avg_amount_deviation_sigma,merchant_category,merchant_risk_score,merchant_category_vs_history,geo_velocity_kmh,geo_velocity_bin,geo_distance_km,geo_distance_bin,merchant_location,country_consistency,ip_address_type,device_fingerprint_match,session_duration_sec,session_duration_bin,network_carrier_type,cards_on_device_30d,cvv_match_status,three_ds_auth_result,tokenization_used,failed_attempts_before_success,transaction_velocity_1h,time_of_transaction,account_credential_change_recency,card_present_cnp,order_shipping_speed,account_age_days,chargeback_history_count,customer_id,transaction_id,segment,customer_type,is_fraud
589.85,high,10.0,crypto_giftcard,very_high_risk,never_before_category,79.9,fast,61.8,short,same_country,high_risk_country,vpn,emulator,83.0,normal,wifi,14,not_provided,not_enrolled,raw_pan_manual_entry,4,within_normal,afternoon_12_18,changed_within_24h,manual_entry,same_day,3592,0,CUST_A_0070831,TXN_0_0234049,A_established,customer_based,1
858.56,high,10.0,crypto_giftcard,very_high_risk,never_before_category,103.1,fast,91.6,short,foreign_far,new_country,tor,emulator,3.0,bot_speed,datacenter_hosting,11,cvv2_match,not_enrolled,raw_pan_manual_entry,2,burst_pattern,evening_18_24,changed_1_7d_ago,manual_entry,same_day,71,1,CUST_C_0186918,TXN_46_0027394,C_new,customer_based,1
50.0,low,10.0,luxury,very_high_risk,no_history,140.2,fast,136.8,short,home_city,same_country,proxy,emulator,9.9,very_fast,mobile_data,9,cvv2_mismatch,not_enrolled,raw_pan_manual_entry,3,burst_pattern,late_night_0_5,not_applicable,cnp_online,same_day,0,0,GUEST_58_56307,TXN_58_0056307,D_guest,global,1
60.46,medium,0.56,healthcare,low_risk,rare_category,0.3,normal,1.2,same_location,same_country,same_country,corporate,new_device,431.8,slow,mobile_data,3,cvv2_match,challenge_pass,raw_pan_manual_entry,0,within_normal,evening_18_24,no_recent_change,cnp_online,expedited,3163,0,CUST_A_0105884,TXN_16_0045017,A_established,customer_based,0
85.69,medium,1.43,grocery,low_risk,rare_category,1.7,normal,0.3,same_location,home_city,new_country,corporate,known_device,60.6,normal,wifi,1,cvv2_match,frictionless_pass,emv_chip_token,0,within_normal,morning_6_12,no_recent_change,contactless,standard,210,0,CUST_B_0032515,TXN_27_0031403,B_regular,customer_based,0
9.19,low,1.05,crypto_giftcard,very_high_risk,never_before_category,1548.3,impossible,7064.1,long,foreign_far,high_risk_country,tor,emulator,3.6,bot_speed,datacenter_hosting,2,cvv2_mismatch,not_enrolled,raw_pan_manual_entry,1,5x_baseline,late_night_0_5,changed_within_24h,cnp_online,same_day,526,0,CUST_B_0054954,TXN_29_0009124,B_regular,customer_based,1
73.01,medium,0.03,grocery,low_risk,frequent_category,19.1,normal,0.6,same_location,home_city,same_country,residential,known_device,214.3,slow,wifi,1,icvv_match,frictionless_pass,raw_pan_online,0,within_normal,afternoon_12_18,no_recent_change,cnp_online,overnight,1182,0,CUST_A_0099097,TXN_0_0142884,A_established,customer_based,0
103.37,medium,2.65,utility,low_risk,frequent_category,51.2,fast,17.5,same_location,same_country,frequent_travel_country,residential,known_device,49.7,normal,wifi,1,icvv_match,challenge_pass,raw_pan_online,0,within_normal,evening_18_24,no_recent_change,card_present_swipe,standard,289,0,CUST_B_0071758,TXN_32_0006520,B_regular,customer_based,0
7.9,low,1.24,electronics,high_risk,never_before_category,62.3,fast,205.4,short,neighboring_country,new_country,corporate,new_device,75.7,normal,datacenter_hosting,14,cvv2_mismatch,challenge_fail,raw_pan_online,3,2x_baseline,afternoon_12_18,changed_7_30d_ago,cnp_online,same_day,3625,0,CUST_A_0055412,TXN_17_0127560,A_established,customer_based,1
47.2,low,0.22,retail,medium_risk,frequent_category,42.7,normal,0.6,same_location,home_city,frequent_travel_country,corporate,known_device,90.4,normal,wifi,2,cvv2_match,challenge_pass,network_token_wallet,0,within_normal,evening_18_24,no_recent_change,card_present_chip,standard,3368,1,CUST_A_0100313,TXN_15_0176513,A_established,customer_based,0
104.95,medium,6.47,electronics,high_risk,never_before_category,298.8,fast,295.4,short,neighboring_country,high_risk_country,datacenter,emulator,0.7,bot_speed,datacenter_hosting,13,cvv2_mismatch,bypassed,raw_pan_online,1,burst_pattern,late_night_0_5,no_recent_change,contactless,expedited,473,0,CUST_B_0102957,TXN_40_0002211,B_regular,customer_based,1
419.19,medium,1.34,healthcare,low_risk,frequent_category,3.5,normal,0.8,same_location,same_country,frequent_travel_country,residential,unknown_device,39.7,normal,mobile_data,2,cvv2_match,frictionless_pass,issuer_token,0,burst_pattern,evening_18_24,no_recent_change,contactless,in_store_pickup,3534,0,CUST_A_0044341,TXN_10_0073910,A_established,customer_based,0
34.12,low,0.38,grocery,low_risk,occasional_category,10.0,normal,16.9,same_location,same_country,same_country,residential,known_device,185.6,slow,mobile_data,2,cvv2_match,frictionless_pass,emv_chip_token,0,within_normal,morning_6_12,no_recent_change,card_present_swipe,standard,317,0,CUST_B_0036078,TXN_29_0159885,B_regular,customer_based,0
798.47,high,10.0,electronics,high_risk,never_before_category,281.9,fast,52.5,short,neighboring_country,high_risk_country,tor,emulator,1.9,bot_speed,datacenter_hosting,5,cvv2_mismatch,bypassed,raw_pan_manual_entry,0,burst_pattern,late_night_0_5,changed_1_7d_ago,cnp_online,overnight,171,0,CUST_C_0072711,TXN_44_0094163,C_new,customer_based,1
2166.24,very_high,10.0,crypto_giftcard,very_high_risk,never_before_category,35.2,normal,68.0,short,home_city,high_risk_country,proxy,emulator,0.4,bot_speed,datacenter_hosting,9,icvv_match,bypassed,emv_chip_token,1,5x_baseline,late_night_0_5,changed_1_7d_ago,cnp_moto,expedited,23,1,CUST_C_0193481,TXN_46_0145838,C_new,customer_based,1
33.04,low,0.48,grocery,low_risk,frequent_category,4.1,normal,0.4,same_location,same_country,same_country,residential,known_device,101.8,normal,wifi,2,cvv2_match,frictionless_pass,emv_chip_token,0,within_normal,afternoon_12_18,no_recent_change,cnp_online,standard,48,0,CUST_C_0035128,TXN_45_0128898,C_new,customer_based,0
8.86,low,1.64,grocery,low_risk,no_history,19.9,normal,42.3,same_location,foreign_far,new_country,datacenter,emulator,2.8,bot_speed,datacenter_hosting,13,not_provided,bypassed,raw_pan_online,3,5x_baseline,late_night_0_5,not_applicable,cnp_online,overnight,0,0,GUEST_55_67489,TXN_55_0067489,D_guest,global,1
76.85,medium,1.11,electronics,high_risk,frequent_category,16.7,normal,0.7,same_location,home_city,new_country,residential,known_device,329.2,slow,wifi,2,cvv2_match,frictionless_pass,raw_pan_online,0,within_normal,afternoon_12_18,no_recent_change,card_present_swipe,expedited,80,0,CUST_C_0178983,TXN_43_0040146,C_new,customer_based,0
75.61,medium,0.05,restaurant,medium_risk,occasional_category,13.7,normal,20.9,same_location,same_country,same_country,corporate,emulator,166.2,normal,corporate_vpn,2,cvv2_match,frictionless_pass,raw_pan_manual_entry,0,within_normal,afternoon_12_18,no_recent_change,card_present_chip,expedited,1282,0,CUST_A_0038347,TXN_21_0180551,A_established,customer_based,0
315.9,medium,10.0,luxury,very_high_risk,never_before_category,56.7,fast,293.5,short,neighboring_country,frequent_travel_country,datacenter,spoofed,0.9,bot_speed,corporate_vpn,3,cvv2_mismatch,bypassed,raw_pan_online,0,burst_pattern,evening_18_24,changed_1_7d_ago,cnp_moto,overnight,2394,0,CUST_A_0028059,TXN_17_0079284,A_established,customer_based,1
497.65,medium,10.0,luxury,very_high_risk,never_before_category,2387.5,impossible,1768.6,long,neighboring_country,high_risk_country,tor,emulator,2.0,bot_speed,wifi,12,not_provided,not_enrolled,raw_pan_online,2,5x_baseline,late_night_0_5,changed_1_7d_ago,cnp_online,expedited,1219,0,CUST_A_0105688,TXN_23_0198940,A_established,customer_based,1
81.43,medium,5.15,grocery,low_risk,frequent_category,10.2,normal,59.0,short,neighboring_country,new_country,residential,new_device,166.5,normal,corporate_vpn,2,cvv2_match,challenge_pass,issuer_token,0,within_normal,late_night_0_5,no_recent_change,contactless,in_store_pickup,339,1,CUST_B_0068834,TXN_30_0204524,B_regular,customer_based,0
2328.99,very_high,10.0,luxury,very_high_risk,no_history,52.5,fast,87.9,short,foreign_far,high_risk_country,proxy,spoofed,2.6,bot_speed,datacenter_hosting,12,icvv_match,bypassed,raw_pan_online,1,2x_baseline,late_night_0_5,not_applicable,cnp_online,overnight,0,0,GUEST_57_194064,TXN_57_0194064,D_guest,global,1
253.15,medium,10.0,luxury,very_high_risk,occasional_category,1741.4,impossible,962.0,long,neighboring_country,new_country,corporate,unknown_device,91.2,normal,mobile_data,11,not_provided,challenge_fail,raw_pan_manual_entry,1,5x_baseline,afternoon_12_18,changed_within_24h,cnp_online,overnight,2054,0,CUST_A_0016735,TXN_1_0176490,A_established,customer_based,1
64.35,medium,5.76,electronics,high_risk,no_history,9.3,normal,136.0,short,foreign_far,high_risk_country,datacenter,unknown_device,68.8,normal,corporate_vpn,2,cvv2_mismatch,challenge_fail,raw_pan_manual_entry,2,burst_pattern,late_night_0_5,not_applicable,cnp_moto,same_day,0,0,GUEST_55_227232,TXN_55_0227232,D_guest,global,1
5.96,low,1.44,luxury,very_high_risk,never_before_category,30.5,normal,23.4,same_location,foreign_far,same_country,tor,spoofed,102.5,normal,datacenter_hosting,15,cvv2_mismatch,challenge_fail,raw_pan_online,10,5x_baseline,late_night_0_5,changed_within_24h,cnp_online,same_day,228,0,CUST_B_0136627,TXN_26_0104533,B_regular,customer_based,1
34.0,low,1.18,restaurant,medium_risk,rare_category,1.0,normal,22.8,same_location,home_city,same_country,residential,known_device,84.2,normal,mobile_data,2,cvv2_match,frictionless_pass,raw_pan_online,0,within_normal,morning_6_12,changed_7_30d_ago,card_present_chip,standard,722,0,CUST_B_0058052,TXN_27_0097342,B_regular,customer_based,0
53.59,medium,0.55,crypto_giftcard,very_high_risk,no_history,2.1,normal,2.5,same_location,home_city,same_country,corporate,known_device,188.3,slow,mobile_data,1,cvv2_match,frictionless_pass,raw_pan_online,2,within_normal,evening_18_24,not_applicable,cnp_online,standard,0,0,GUEST_54_135173,TXN_54_0135173,D_guest,global,0
358.27,medium,0.77,crypto_giftcard,very_high_risk,frequent_category,3.6,normal,69.6,short,home_city,new_country,corporate,known_device,176.2,normal,corporate_vpn,1,cvv2_match,frictionless_pass,emv_chip_token,0,within_normal,evening_18_24,no_recent_change,card_present_chip,standard,51,0,CUST_C_0023082,TXN_45_0184446,C_new,customer_based,0
31.19,low,0.22,utility,low_risk,no_history,1.1,normal,45.5,same_location,home_city,same_country,residential,new_device,59.3,normal,mobile_data,2,cvv2_mismatch,bypassed,raw_pan_online,0,within_normal,afternoon_12_18,not_applicable,card_present_chip,standard,0,0,GUEST_58_219740,TXN_58_0219740,D_guest,global,0
50.0,low,10.0,crypto_giftcard,very_high_risk,no_history,931.2,impossible,6227.3,long,foreign_far,new_country,proxy,emulator,1.1,bot_speed,wifi,5,cvv2_mismatch,challenge_pass,issuer_token,4,5x_baseline,late_night_0_5,not_applicable,contactless,overnight,0,0,GUEST_55_25780,TXN_55_0025780,D_guest,global,1
3724.32,very_high,10.0,electronics,high_risk,never_before_category,544.8,impossible,4861.7,long,neighboring_country,high_risk_country,tor,new_device,12.5,very_fast,corporate_vpn,10,not_provided,bypassed,raw_pan_online,0,burst_pattern,evening_18_24,changed_within_24h,cnp_moto,overnight,38,0,CUST_C_0157045,TXN_42_0160503,C_new,customer_based,1
6.81,low,1.95,grocery,low_risk,rare_category,2179.8,impossible,5482.9,long,neighboring_country,high_risk_country,vpn,new_device,90.3,normal,mobile_data,13,not_provided,bypassed,raw_pan_online,0,5x_baseline,evening_18_24,changed_within_24h,cnp_moto,expedited,89,0,CUST_C_0001935,TXN_50_0050540,C_new,customer_based,1
3140.32,very_high,10.0,crypto_giftcard,very_high_risk,never_before_category,885.0,impossible,5798.1,long,foreign_far,high_risk_country,tor,spoofed,3.8,bot_speed,corporate_vpn,15,icvv_match,challenge_fail,raw_pan_online,3,burst_pattern,late_night_0_5,changed_1_7d_ago,manual_entry,overnight,718,0,CUST_B_0134377,TXN_38_0091581,B_regular,customer_based,1
3.99,low,1.6,retail,medium_risk,rare_category,30.4,normal,47.8,same_location,same_country,high_risk_country,vpn,emulator,12.9,very_fast,datacenter_hosting,15,cvv2_mismatch,not_enrolled,raw_pan_online,4,2x_baseline,morning_6_12,changed_within_24h,cnp_online,in_store_pickup,12,0,CUST_C_0015340,TXN_49_0240032,C_new,customer_based,1
802.56,high,10.0,electronics,high_risk,never_before_category,23.4,normal,189.0,short,foreign_far,high_risk_country,vpn,unknown_device,15.6,very_fast,datacenter_hosting,8,not_provided,challenge_fail,raw_pan_manual_entry,2,burst_pattern,evening_18_24,changed_within_24h,cnp_online,overnight,408,0,CUST_B_0058324,TXN_35_0054730,B_regular,customer_based,1
143.47,medium,7.58,utility,low_risk,no_history,110.8,fast,168.5,short,neighboring_country,high_risk_country,proxy,emulator,0.9,bot_speed,wifi,2,icvv_match,not_enrolled,raw_pan_manual_entry,2,burst_pattern,afternoon_12_18,not_applicable,cnp_online,same_day,0,0,GUEST_56_179931,TXN_56_0179931,D_guest,global,1
2.99,low,1.61,electronics,high_risk,never_before_category,47.8,normal,165.7,short,home_city,frequent_travel_country,datacenter,spoofed,62.2,normal,datacenter_hosting,6,cvv2_mismatch,not_enrolled,emv_chip_token,0,burst_pattern,afternoon_12_18,changed_7_30d_ago,cnp_online,same_day,703,0,CUST_B_0098877,TXN_33_0040853,B_regular,customer_based,1
143.6,medium,9.78,restaurant,medium_risk,rare_category,1068.2,impossible,1198.8,long,neighboring_country,new_country,proxy,spoofed,2.5,bot_speed,datacenter_hosting,12,cvv2_mismatch,not_enrolled,raw_pan_manual_entry,10,within_normal,morning_6_12,no_recent_change,cnp_online,same_day,81,0,CUST_C_0066356,TXN_44_0068822,C_new,customer_based,1
198.32,medium,10.0,crypto_giftcard,very_high_risk,never_before_category,2101.1,impossible,5044.4,long,neighboring_country,high_risk_country,tor,emulator,21.9,very_fast,wifi,15,not_provided,challenge_fail,raw_pan_online,1,5x_baseline,late_night_0_5,changed_within_24h,cnp_online,overnight,220,0,CUST_B_0131093,TXN_39_0014466,B_regular,customer_based,1
9.49,low,1.82,luxury,very_high_risk,no_history,1534.5,impossible,7371.6,long,neighboring_country,high_risk_country,tor,emulator,3.0,bot_speed,datacenter_hosting,14,not_provided,bypassed,raw_pan_online,4,burst_pattern,late_night_0_5,not_applicable,manual_entry,overnight,0,0,GUEST_54_93061,TXN_54_0093061,D_guest,global,1
18.01,low,0.67,luxury,very_high_risk,rare_category,1.7,normal,25.8,same_location,home_city,same_country,residential,known_device,47.8,normal,wifi,1,cvv2_match,challenge_pass,network_token_wallet,0,2x_baseline,evening_18_24,no_recent_change,card_present_swipe,standard,3086,1,CUST_A_0031474,TXN_12_0187998,A_established,customer_based,0
569.8,high,10.0,crypto_giftcard,very_high_risk,never_before_category,92.6,fast,139.9,short,foreign_far,same_country,datacenter,known_device,22.7,very_fast,mobile_data,6,cvv2_match,bypassed,raw_pan_online,2,burst_pattern,late_night_0_5,changed_1_7d_ago,cnp_online,overnight,1569,0,CUST_A_0000611,TXN_18_0141338,A_established,customer_based,1
17.43,low,1.5,healthcare,low_risk,rare_category,3.1,normal,20.9,same_location,home_city,new_country,residential,new_device,45.0,normal,wifi,1,cvv2_match,frictionless_pass,raw_pan_online,0,within_normal,morning_6_12,no_recent_change,contactless,standard,1012,0,CUST_A_0073172,TXN_0_0048968,A_established,customer_based,0
71.42,medium,4.69,healthcare,low_risk,no_history,98.9,fast,157.0,short,neighboring_country,high_risk_country,vpn,spoofed,85.0,normal,corporate_vpn,13,not_provided,challenge_fail,raw_pan_manual_entry,3,5x_baseline,evening_18_24,not_applicable,cnp_online,expedited,0,0,GUEST_54_206246,TXN_54_0206246,D_guest,global,1
135.0,medium,10.0,restaurant,medium_risk,frequent_category,2435.8,impossible,7988.3,long,foreign_far,new_country,vpn,known_device,71.1,normal,datacenter_hosting,15,cvv2_mismatch,challenge_fail,raw_pan_online,1,burst_pattern,late_night_0_5,changed_within_24h,cnp_online,same_day,655,0,CUST_B_0141151,TXN_33_0169362,B_regular,customer_based,1
29.47,low,0.25,travel,high_risk,frequent_category,48.2,normal,1.6,same_location,home_city,same_country,residential,known_device,161.8,normal,mobile_data,1,cvv2_match,frictionless_pass,raw_pan_online,2,2x_baseline,late_night_0_5,no_recent_change,contactless,in_store_pickup,2401,0,CUST_A_0097393,TXN_15_0202205,A_established,customer_based,0
195.29,medium,10.0,luxury,very_high_risk,never_before_category,4.4,normal,115.0,short,foreign_far,frequent_travel_country,datacenter,emulator,1.1,bot_speed,datacenter_hosting,6,cvv2_mismatch,challenge_fail,raw_pan_online,3,5x_baseline,late_night_0_5,changed_1_7d_ago,cnp_moto,same_day,709,1,CUST_B_0000929,TXN_38_0059627,B_regular,customer_based,1
46.26,low,0.41,retail,medium_risk,no_history,37.0,normal,1.6,same_location,home_city,frequent_travel_country,corporate,known_device,60.5,normal,mobile_data,2,icvv_match,not_enrolled,network_token_wallet,0,within_normal,morning_6_12,not_applicable,card_present_chip,expedited,0,0,GUEST_55_230297,TXN_55_0230297,D_guest,global,0
192.72,medium,1.99,travel,high_risk,frequent_category,0.9,normal,0.8,same_location,home_city,frequent_travel_country,residential,known_device,194.2,slow,wifi,4,icvv_match,not_enrolled,raw_pan_online,5,within_normal,evening_18_24,no_recent_change,card_present_chip,in_store_pickup,2210,0,CUST_A_0001002,TXN_20_0188257,A_established,customer_based,0
430.01,medium,10.0,luxury,very_high_risk,no_history,19.3,normal,46.4,same_location,same_country,same_country,datacenter,new_device,9.3,very_fast,datacenter_hosting,9,not_provided,challenge_fail,raw_pan_online,3,burst_pattern,late_night_0_5,not_applicable,cnp_online,same_day,0,0,GUEST_54_129663,TXN_54_0129663,D_guest,global,1
82.15,medium,0.84,retail,medium_risk,frequent_category,1.3,normal,11.5,same_location,home_city,same_country,residential,known_device,243.8,slow,mobile_data,2,cvv2_match,challenge_pass,emv_chip_token,0,within_normal,morning_6_12,no_recent_change,cnp_online,standard,1525,0,CUST_A_0069622,TXN_17_0057499,A_established,customer_based,0
631.78,high,10.0,luxury,very_high_risk,occasional_category,219.5,fast,61.4,short,foreign_far,new_country,proxy,new_device,235.7,slow,datacenter_hosting,9,cvv2_mismatch,bypassed,raw_pan_online,4,burst_pattern,late_night_0_5,changed_within_24h,manual_entry,same_day,178,0,CUST_C_0103946,TXN_49_0099791,C_new,customer_based,1
158.46,medium,1.98,grocery,low_risk,rare_category,4.4,normal,0.7,same_location,home_city,same_country,residential,known_device,75.6,normal,wifi,2,cvv2_match,not_enrolled,raw_pan_online,0,within_normal,afternoon_12_18,no_recent_change,contactless,expedited,1321,0,CUST_A_0083836,TXN_23_0027827,A_established,customer_based,0
4.54,low,0.99,healthcare,low_risk,no_history,28.0,normal,3.4,same_location,same_country,same_country,datacenter,known_device,600.8,slow,wifi,1,cvv2_match,challenge_pass,raw_pan_online,0,within_normal,evening_18_24,not_applicable,manual_entry,standard,0,0,GUEST_58_225317,TXN_58_0225317,D_guest,global,0
25.25,low,1.01,grocery,low_risk,rare_category,5.0,normal,2.2,same_location,home_city,same_country,residential,known_device,240.2,slow,wifi,1,cvv2_match,frictionless_pass,raw_pan_online,0,within_normal,evening_18_24,no_recent_change,contactless,standard,3395,0,CUST_A_0055460,TXN_9_0154986,A_established,customer_based,0
399.9,medium,10.0,luxury,very_high_risk,frequent_category,533.8,impossible,3888.4,long,foreign_far,high_risk_country,tor,emulator,4.1,bot_speed,datacenter_hosting,4,cvv2_mismatch,challenge_fail,raw_pan_manual_entry,4,burst_pattern,late_night_0_5,changed_within_24h,contactless,expedited,15,0,CUST_C_0090647,TXN_50_0245454,C_new,customer_based,1
991.1,high,10.0,crypto_giftcard,very_high_risk,never_before_category,1610.7,impossible,2440.6,long,neighboring_country,high_risk_country,proxy,emulator,3.7,bot_speed,wifi,8,cvv2_mismatch,challenge_fail,raw_pan_online,3,5x_baseline,evening_18_24,changed_within_24h,cnp_online,overnight,1984,0,CUST_A_0047061,TXN_6_0118887,A_established,customer_based,1
38.26,low,0.64,retail,medium_risk,no_history,3.4,normal,2.5,same_location,same_country,same_country,residential,known_device,96.4,normal,wifi,2,cvv2_match,not_enrolled,network_token_wallet,0,within_normal,evening_18_24,not_applicable,card_present_swipe,standard,0,0,GUEST_59_242161,TXN_59_0242161,D_guest,global,0
204.88,medium,3.05,utility,low_risk,no_history,4.1,normal,20.4,same_location,home_city,same_country,datacenter,known_device,266.2,slow,mobile_data,2,icvv_match,not_enrolled,raw_pan_online,0,within_normal,morning_6_12,not_applicable,card_present_chip,overnight,0,0,GUEST_56_230371,TXN_56_0230371,D_guest,global,0
2.64,low,1.64,crypto_giftcard,very_high_risk,never_before_category,286.3,fast,63.2,short,same_country,same_country,tor,emulator,3.2,bot_speed,wifi,1,not_provided,not_enrolled,raw_pan_manual_entry,0,within_normal,late_night_0_5,changed_within_24h,cnp_online,overnight,312,1,CUST_B_0051624,TXN_40_0041134,B_regular,customer_based,1
99.68,medium,0.12,electronics,high_risk,frequent_category,0.7,normal,2.2,same_location,foreign_far,same_country,residential,known_device,291.7,slow,wifi,1,cvv2_match,not_enrolled,network_token_wallet,0,within_normal,afternoon_12_18,no_recent_change,contactless,standard,1977,0,CUST_A_0117085,TXN_16_0156567,A_established,customer_based,0
86.13,medium,0.54,grocery,low_risk,frequent_category,2.6,normal,0.3,same_location,home_city,new_country,corporate,known_device,45.7,normal,wifi,1,cvv2_match,bypassed,issuer_token,1,within_normal,afternoon_12_18,no_recent_change,contactless,in_store_pickup,147,0,CUST_C_0097979,TXN_51_0135514,C_new,customer_based,0
287.1,medium,0.81,grocery,low_risk,frequent_category,0.9,normal,2.2,same_location,same_country,frequent_travel_country,vpn,unknown_device,179.2,normal,mobile_data,2,cvv2_match,challenge_pass,issuer_token,0,within_normal,late_night_0_5,no_recent_change,contactless,expedited,360,0,CUST_B_0070157,TXN_28_0020504,B_regular,customer_based,0
1361.69,high,0.61,restaurant,medium_risk,frequent_category,0.4,normal,1.5,same_location,same_country,frequent_travel_country,corporate,known_device,60.9,normal,mobile_data,2,cvv2_match,frictionless_pass,emv_chip_token,0,within_normal,evening_18_24,no_recent_change,contactless,same_day,3637,0,CUST_A_0034474,TXN_0_0120878,A_established,customer_based,0
14.63,low,0.75,utility,low_risk,frequent_category,0.3,normal,0.2,same_location,same_country,same_country,residential,known_device,605.2,slow,mobile_data,4,not_provided,frictionless_pass,emv_chip_token,0,within_normal,late_night_0_5,no_recent_change,card_present_swipe,expedited,3641,0,CUST_A_0065250,TXN_10_0174860,A_established,customer_based,0
226.46,medium,9.74,retail,medium_risk,rare_category,257.6,fast,17.3,same_location,neighboring_country,high_risk_country,proxy,unknown_device,71.6,normal,datacenter_hosting,10,not_provided,not_enrolled,emv_chip_token,2,5x_baseline,evening_18_24,changed_within_24h,cnp_online,same_day,61,1,CUST_C_0178970,TXN_45_0050067,C_new,customer_based,1
1.37,low,0.39,restaurant,medium_risk,no_history,15.2,normal,1.7,same_location,home_city,high_risk_country,residential,known_device,184.4,slow,mobile_data,1,cvv2_match,challenge_pass,network_token_wallet,0,within_normal,evening_18_24,not_applicable,cnp_online,standard,0,0,GUEST_56_82795,TXN_56_0082795,D_guest,global,0
68.6,medium,0.49,travel,high_risk,frequent_category,2.2,normal,2.5,same_location,home_city,same_country,residential,known_device,89.6,normal,wifi,3,not_provided,challenge_pass,raw_pan_online,0,5x_baseline,morning_6_12,no_recent_change,contactless,in_store_pickup,72,0,CUST_C_0113056,TXN_42_0043220,C_new,customer_based,0
461.09,medium,0.13,grocery,low_risk,frequent_category,2.3,normal,1.3,same_location,home_city,same_country,residential,known_device,121.2,normal,wifi,2,icvv_match,challenge_pass,network_token_wallet,0,within_normal,evening_18_24,no_recent_change,card_present_chip,standard,538,0,CUST_B_0053018,TXN_26_0077316,B_regular,customer_based,0
1378.06,high,10.0,electronics,high_risk,never_before_category,21.6,normal,50.3,short,foreign_far,new_country,datacenter,spoofed,4.2,bot_speed,datacenter_hosting,12,not_provided,not_enrolled,raw_pan_manual_entry,4,burst_pattern,late_night_0_5,changed_within_24h,cnp_moto,overnight,3367,0,CUST_A_0052539,TXN_22_0094605,A_established,customer_based,1
54.15,medium,0.78,grocery,low_risk,no_history,0.8,normal,2.9,same_location,home_city,same_country,residential,known_device,429.4,slow,wifi,1,cvv2_match,frictionless_pass,emv_chip_token,2,within_normal,afternoon_12_18,not_applicable,card_present_chip,overnight,0,0,GUEST_55_192200,TXN_55_0192200,D_guest,global,0
40.21,low,1.63,luxury,very_high_risk,rare_category,1.1,normal,1.3,same_location,neighboring_country,same_country,corporate,known_device,464.9,slow,wifi,2,cvv2_match,bypassed,raw_pan_manual_entry,0,within_normal,morning_6_12,changed_7_30d_ago,contactless,standard,29,0,CUST_C_0062233,TXN_53_0164743,C_new,customer_based,0
17.92,low,0.39,retail,medium_risk,no_history,4.6,normal,0.4,same_location,home_city,same_country,corporate,known_device,96.3,normal,mobile_data,2,icvv_match,frictionless_pass,emv_chip_token,0,within_normal,late_night_0_5,not_applicable,card_present_chip,expedited,0,0,GUEST_57_98988,TXN_57_0098988,D_guest,global,0
1579.55,high,10.0,crypto_giftcard,very_high_risk,never_before_category,24.1,normal,14.0,same_location,home_city,same_country,tor,spoofed,4.8,bot_speed,wifi,14,cvv2_mismatch,challenge_fail,raw_pan_manual_entry,2,2x_baseline,afternoon_12_18,changed_within_24h,cnp_online,overnight,3604,0,CUST_A_0073086,TXN_0_0196480,A_established,customer_based,1
185.98,medium,1.09,travel,high_risk,frequent_category,4.3,normal,8.3,same_location,same_country,same_country,residential,known_device,247.9,slow,wifi,1,cvv2_match,bypassed,emv_chip_token,0,within_normal,morning_6_12,no_recent_change,card_present_chip,standard,528,0,CUST_B_0064288,TXN_39_0137648,B_regular,customer_based,0
410.91,medium,10.0,electronics,high_risk,never_before_category,1042.5,impossible,1766.3,long,foreign_far,high_risk_country,datacenter,emulator,0.5,bot_speed,corporate_vpn,2,cvv2_mismatch,challenge_fail,issuer_token,10,burst_pattern,late_night_0_5,changed_within_24h,contactless,overnight,152,0,CUST_C_0198019,TXN_47_0015733,C_new,customer_based,1
595.16,high,9.25,electronics,high_risk,never_before_category,102.6,fast,52.5,short,foreign_far,same_country,tor,spoofed,3.0,bot_speed,datacenter_hosting,1,cvv2_mismatch,not_enrolled,raw_pan_online,3,burst_pattern,late_night_0_5,changed_within_24h,cnp_online,same_day,360,0,CUST_B_0102157,TXN_41_0208829,B_regular,customer_based,1
1155.31,high,9.02,luxury,very_high_risk,never_before_category,229.7,fast,28.9,same_location,neighboring_country,new_country,proxy,emulator,4.3,bot_speed,mobile_data,9,not_provided,bypassed,network_token_wallet,3,5x_baseline,evening_18_24,changed_within_24h,manual_entry,overnight,1537,0,CUST_A_0110559,TXN_19_0247958,A_established,customer_based,1
71.4,medium,0.48,crypto_giftcard,very_high_risk,no_history,3.7,normal,59.5,short,home_city,same_country,vpn,known_device,12.6,very_fast,corporate_vpn,2,cvv2_match,frictionless_pass,emv_chip_token,0,within_normal,afternoon_12_18,not_applicable,cnp_online,in_store_pickup,0,0,GUEST_58_104355,TXN_58_0104355,D_guest,global,0
175.98,medium,9.63,electronics,high_risk,never_before_category,127.7,fast,43.8,same_location,foreign_far,same_country,tor,spoofed,3.5,bot_speed,mobile_data,11,cvv2_mismatch,challenge_fail,raw_pan_online,0,within_normal,evening_18_24,changed_7_30d_ago,cnp_online,overnight,15,0,CUST_C_0192817,TXN_52_0229002,C_new,customer_based,1
